"id","classe","dur","aci","csh","th","h","rugo","mean","sd","sem","median","mode","q25","q75","iqr","cent","skew","kurt","sfm","sh","prec","time.P1","time.M","time.P2","time.IPR","freq.P1","freq.M","freq.P2","freq.IPR","start.DOM","end.DOM","mean.Peakf","mean.Fun","min.Fun","max.Fun","M","NDSI","ZCR","SNR"
"56-2","amostraB",0.834489795918367,207.632066149793,0.567145268816387,0.942312781142293,0.607528734178298,0.0638050056303866,4221.74949932986,1235.96146517253,3617.578125,77.2475915732834,3273.046875,3273.046875,4823.4375,1550.390625,4221.74949932986,4.51312921374577,25.3516913679865,0.000400515605910518,0.644720889216675,86.1328125,0.107291545189504,0.572221574344023,0.774883381924198,0.667591836734694,2.928515625,3.5314453125,6.6322265625,3.7037109375,3.273046875,3.4453125,5.7708984375,5.19010855810395,0.512790697674419,14.7,1.54620157960216e-06,0.999974138550167,0.184967799788049,0.692343067371812
"56-3","amostraB",0.834489795918367,212.319431940322,0.548977964217914,0.929674308950832,0.546825321948609,0.0559536188884751,3875.29277751471,1112.30601749147,3359.1796875,69.5191260932172,3273.046875,3186.9140625,3962.109375,775.1953125,3875.29277751471,5.56579065374302,35.8067635922662,0.000325476112567054,0.588190204552085,86.1328125,0.0119212827988338,0.214583090379009,0.643749271137026,0.631827988338192,2.928515625,3.273046875,6.4599609375,3.5314453125,3.78984375,3.1869140625,5.271328125,3.82726917588413,0.773684210526316,6.3,8.68754775655243e-07,0.999981077282649,0.170566017227793,0.53525239883187
"56-4","amostraB",0.834489795918367,194.28490317088,0.624066721006925,0.924242316832508,0.640449099652157,0.0348578323206084,4556.96949120345,1328.23433910369,4048.2421875,83.0146461939808,3100.78125,3445.3125,5684.765625,2239.453125,4556.96949120345,2.93183330372243,11.5750199491539,0.000392976522865858,0.692945008022414,86.1328125,0.0357638483965015,0.381481049562682,0.619906705539359,0.584142857142857,2.928515625,3.962109375,6.8044921875,3.8759765625,3.617578125,3.273046875,5.3689453125,3.9328717428616,0.506896551724138,6.3,4.68171531194783e-07,0.999972721359187,0.192304556941387,0.387631975867271
"56-5","amostraB",0.834489795918367,206.729355105914,0.600352281464471,0.933125524369194,0.623161467208405,0.0500592974384488,4304.90023208355,1218.85386554639,3875.9765625,76.1783665966494,3359.1796875,3359.1796875,4995.703125,1636.5234375,4304.90023208355,4.23108547411112,24.7756257469961,0.000346405378720539,0.667821692724214,86.1328125,0.214583090379009,0.596064139941691,0.822568513119533,0.607985422740525,2.928515625,3.78984375,6.54609375,3.617578125,3.8759765625,5.7708984375,5.45220703125,4.45389961782404,0.512790697674419,6.3,8.10506530074665e-07,0.999975229369863,0.185647129154099,0.496056589966666
"56-6","amostraB",0.834489795918367,204.080988205566,0.583225683719664,0.952907384780092,0.630179055810948,0.0580216423282671,4290.13926660153,1251.1101037884,3789.84375,78.1943814867752,3273.046875,3273.046875,4995.703125,1722.65625,4290.13926660153,3.83725031224457,19.0970897270816,0.000375252983333135,0.661322459953837,86.1328125,0.0953702623906705,0.548379008746356,0.774883381924198,0.679513119533528,2.928515625,3.7037109375,6.54609375,3.617578125,3.0146484375,3.3591796875,5.3230078125,4.10114206253517,0.506896551724138,6.3,1.70476226520912e-06,0.999972233279666,0.183636314230592,0.954951126221856
"56-7","amostraB",0.834489795918367,209.24484493081,0.596125297061373,0.89435546818051,0.516838240804916,0.031583397112579,3739.10563221515,904.615132223094,3445.3125,56.5384457639434,3359.1796875,3186.9140625,3875.9765625,689.0625,3739.10563221515,5.52966078094941,36.4730114304252,0.000282415113690664,0.577889059991302,86.1328125,0.0238425655976676,0.202661807580175,0.667591836734694,0.643749271137026,2.928515625,3.3591796875,5.684765625,2.75625,4.0482421875,3.4453125,5.9048828125,3.54587795571568,0.760344827586207,4.00909090909091,3.42587402606274e-07,0.999970379093216,0.166544387380778,0.161139683841858
"56-8","amostraB",0.834489795918367,195.603994683994,0.56731693838262,0.935853448426602,0.57544333566553,0.0533474708519434,4020.35080441204,1189.91251865182,3531.4453125,74.369532415739,3273.046875,3273.046875,4220.5078125,947.4609375,4020.35080441204,5.01400886398586,30.4834357046543,0.000412993913159599,0.614886162606967,86.1328125,0.0119212827988338,0.214583090379009,0.65567055393586,0.643749271137026,2.928515625,3.4453125,6.54609375,3.617578125,3.10078125,3.8759765625,5.2218017578125,4.31655475609583,2.59411764705882,14.7,9.29224022303618e-07,0.999978475827721,0.173609412787696,0.598054542296335
"56-9","amostraB",0.834489795918367,190.171758787509,0.606262778904358,0.948060359697803,0.626694818326258,0.0417899607669971,4229.0849900456,1195.81799571235,3789.84375,74.738624732022,3273.046875,3359.1796875,4737.3046875,1378.125,4229.0849900456,3.80157722921022,18.4745335326621,0.000345462842792705,0.661028395413578,86.1328125,0.15497667638484,0.488772594752187,0.8106472303207,0.65567055393586,2.928515625,3.7037109375,6.54609375,3.617578125,3.1869140625,3.1869140625,5.55556640625,3.69359142424973,1.52068965517241,6.3,1.08374802220169e-06,0.99997494047188,0.177196271840439,0.729079547056346
"56-10","amostraB",0.834489795918367,179.526306601693,0.657171306859965,0.86850537437708,0.568476983226504,0.0290826785942941,4153.56148728313,1168.65066453876,3789.84375,73.0406665336722,3273.046875,3273.046875,4651.171875,1378.125,4153.56148728313,4.21208315414471,23.7918078532006,0.000323582270712682,0.654546304488022,86.1328125,0.286110787172012,0.739119533527697,0.822568513119533,0.536457725947522,2.928515625,3.7037109375,6.8044921875,3.8759765625,7.3212890625,3.4453125,5.86564453125,3.62227613849565,1.575,4.41,1.22014663247084e-07,0.999986969602066,0.196163147740551,0.0516990083164241
"56-11","amostraB",0.834489795918367,215.900827220991,0.622477880192534,0.911008139145478,0.58976623916821,0.023454039885449,4119.06713076766,1094.46861645586,3789.84375,68.4042885284912,3186.9140625,3273.046875,4737.3046875,1464.2578125,4119.06713076766,4.95934125768496,33.0928685200099,0.000347834090023452,0.647377574168995,86.1328125,0.119212827988338,0.739119533527697,0.822568513119533,0.703355685131195,2.928515625,3.7037109375,6.373828125,3.4453125,3.273046875,3.1869140625,5.57514204545455,3.63048118885847,1.63333333333333,4.9,2.79254085027913e-07,0.999981972235113,0.170837748974213,0.243957678396382
"56-12","amostraB",0.834489795918367,173.166181457906,0.640903613719561,0.900726910323079,0.573879471688513,0.0201696242062831,4030.22037628764,1186.40326401071,3531.4453125,74.1502040006694,3186.9140625,3186.9140625,4478.90625,1291.9921875,4030.22037628764,4.82847281228743,28.0769303697807,0.000285720496824982,0.637129262056432,86.1328125,0.0238425655976676,0.202661807580175,0.739119533527697,0.715276967930029,2.928515625,3.4453125,6.718359375,3.78984375,4.306640625,3.5314453125,5.7708984375,4.20169805228971,0.501136363636364,6.3,2.55157540904991e-07,0.999983723650939,0.193011059482079,0.154473585142426
"56-13","amostraB",0.834489795918367,180.595580618247,0.602022151407983,0.909721056239743,0.539515475245841,0.0333460147301208,3788.54309857856,970.413706613371,3445.3125,60.6508566633357,3273.046875,3186.9140625,3875.9765625,689.0625,3788.54309857856,4.7757826706507,26.5751391705225,0.000296601213300736,0.593055939010452,86.1328125,0,0.190740524781341,0.631827988338192,0.631827988338192,2.928515625,3.3591796875,6.1154296875,3.1869140625,3.10078125,3.10078125,6.1400390625,3.60304195804196,3.39230769230769,4.00909090909091,3.67150346137952e-07,0.999951951966391,0.171136653895275,0.274061764298572
